Participant	QN	Neologism	Condition	Figure	Regularity	Pattern	Score	Unknown	Age
Suj04	13Q08	eboulis	1	Metaphor	Low	P13	NA	NA	19
Suj04	13Q09	banquise	1	Metaphor	Low	P13	NA	NA	19
Suj04	13Q10	fougere	1	Metaphor	Low	P13	NA	NA	19
Suj04	21Q01	brise	2	Metaphor	High	P21	3	NA	19
Suj04	21Q02	bruine	2	Metaphor	High	P21	5	NA	19
Suj04	21Q03	typhon	2	Metaphor	High	P21	4	NA	19
Suj04	21Q04	bourrasque	2	Metaphor	High	P21	7	NA	19
Suj04	21Q05	cyclone	2	Metaphor	High	P21	6	NA	19
Suj04	21Q06	seisme	2	Metaphor	High	P21	NA	NA	19
Suj04	21Q07	orage	2	Metaphor	High	P21	NA	NA	19
Suj04	21Q08	crachin	2	Metaphor	High	P21	NA	NA	19
Suj04	21Q09	mistral	2	Metaphor	High	P21	NA	NA	19
Suj04	21Q10	blizzard	2	Metaphor	High	P21	NA	NA	19
Suj04	22Q01	estomac	2	Metaphor	High	P22	2	NA	19
Suj04	22Q02	moustache	2	Metaphor	High	P22	6	NA	19
Suj04	22Q03	trachee	2	Metaphor	High	P22	7	NA	19
Suj04	22Q04	tempe	2	Metaphor	High	P22	2	NA	19
Suj04	22Q05	genou	2	Metaphor	High	P22	2	NA	19
Suj04	22Q06	thorax	2	Metaphor	High	P22	NA	NA	19
Suj04	22Q07	orteil	2	Metaphor	High	P22	NA	NA	19
Suj04	22Q08	cheveu	2	Metaphor	High	P22	NA	NA	19
Suj04	22Q09	epaule	2	Metaphor	High	P22	NA	NA	19
Suj04	22Q10	paupiere	2	Metaphor	High	P22	NA	NA	19
Suj04	23Q01	insalubrite	2	Metaphor	High	P23	7	NA	19
Suj04	23Q02	obesite	2	Metaphor	High	P23	2	NA	19
Suj04	23Q03	etancheite	2	Metaphor	High	P23	6	NA	19
Suj04	23Q04	compressibilite	2	Metaphor	High	P23	2	NA	19
Suj04	23Q05	absorptivite	2	Metaphor	High	P23	6	NA	19
Suj04	23Q06	fluorescence	2	Metaphor	High	P23	NA	NA	19
Suj04	23Q07	corpulence	2	Metaphor	High	P23	NA	NA	19
Suj04	23Q08	sveltesse	2	Metaphor	High	P23	NA	NA	19
Suj04	23Q09	humidite	2	Metaphor	High	P23	NA	NA	19
Suj04	23Q10	adherence	2	Metaphor	High	P23	NA	NA	19
Suj04	31Q01	chevalet	3	Metonymy	Low	P31	3	NA	19
Suj04	31Q02	babyfoot	3	Metonymy	Low	P31	2	NA	19
Suj04	31Q03	chaudiere	3	Metonymy	Low	P31	2	NA	19
Suj04	31Q04	parcmetre	3	Metonymy	Low	P31	2	NA	19
Suj04	31Q05	piano	3	Metonymy	Low	P31	1	NA	19
Suj04	31Q06	microondes	3	Metonymy	Low	P31	NA	NA	19
Suj04	31Q07	enclume	3	Metonymy	Low	P31	NA	NA	19
Suj04	31Q08	photocopieuse	3	Metonymy	Low	P31	NA	NA	19
Suj04	31Q09	alambic	3	Metonymy	Low	P31	NA	NA	19
Suj04	31Q10	congelateur	3	Metonymy	Low	P31	NA	NA	19
Suj04	32Q01	jambe	3	Metonymy	Low	P32	4	NA	19
Suj04	32Q02	dos	3	Metonymy	Low	P32	2	NA	19
Suj04	32Q03	doigt	3	Metonymy	Low	P32	3	NA	19
Suj04	32Q04	cuisse	3	Metonymy	Low	P32	1	NA	19
Suj04	32Q05	poignet	3	Metonymy	Low	P32	3	NA	19
Suj04	32Q06	poing	3	Metonymy	Low	P32	NA	NA	19
Suj04	32Q07	abdos	3	Metonymy	Low	P32	NA	NA	19
Suj04	32Q08	uterus	3	Metonymy	Low	P32	NA	NA	19
Suj04	32Q09	gorge	3	Metonymy	Low	P32	NA	NA	19
Suj04	32Q10	sourcil	3	Metonymy	Low	P32	NA	NA	19
Suj04	33Q01	savoir	3	Metonymy	Low	P33	7	NA	19
Suj04	33Q02	laicite	3	Metonymy	Low	P33	5	NA	19
Suj04	33Q03	elegance	3	Metonymy	Low	P33	5	NA	19
Suj04	33Q04	generosite	3	Metonymy	Low	P33	3	NA	19
Suj04	33Q05	spiritualite	3	Metonymy	Low	P33	1	NA	19
Suj04	33Q06	pauvrete	3	Metonymy	Low	P33	NA	NA	19
Suj04	33Q07	ivresse	3	Metonymy	Low	P33	NA	NA	19
Suj04	33Q08	humour	3	Metonymy	Low	P33	NA	NA	19
Suj04	33Q09	paranoia	3	Metonymy	Low	P33	NA	NA	19
Suj04	33Q10	fougue	3	Metonymy	Low	P33	NA	NA	19
Suj04	41Q01	ablation	4	Metonymy	High	P41	7	NA	19
Suj04	41Q02	reparation	4	Metonymy	High	P41	5	NA	19
Suj04	41Q03	glanage	4	Metonymy	High	P41	5	NA	19
Suj04	41Q04	racket	4	Metonymy	High	P41	7	NA	19
Suj04	41Q05	bouclage	4	Metonymy	High	P41	7	NA	19
Suj04	41Q06	perquisition	4	Metonymy	High	P41	NA	NA	19
Suj04	41Q07	liquidation	4	Metonymy	High	P41	NA	NA	19
Suj04	41Q08	broyage	4	Metonymy	High	P41	NA	NA	19
Suj04	41Q09	largage	4	Metonymy	High	P41	NA	NA	19
Suj04	41Q10	verification	4	Metonymy	High	P41	NA	NA	19
Suj04	42Q01	paternalisme	4	Metonymy	High	P42	6	NA	19
Suj04	42Q02	serviabilite	4	Metonymy	High	P42	7	NA	19
Suj04	42Q03	sincerite	4	Metonymy	High	P42	2	NA	19
Suj04	42Q04	clemence	4	Metonymy	High	P42	7	NA	19
Suj04	42Q05	bienveillance	4	Metonymy	High	P42	6	NA	19
Suj04	42Q06	neutralite	4	Metonymy	High	P42	NA	NA	19
Suj04	42Q07	sexisme	4	Metonymy	High	P42	NA	NA	19
Suj04	42Q08	arrogance	4	Metonymy	High	P42	NA	NA	19
Suj04	42Q09	docilite	4	Metonymy	High	P42	NA	NA	19
Suj04	42Q10	immaturite	4	Metonymy	High	P42	NA	NA	19
Suj04	43Q01	safran	4	Metonymy	High	P43	2	NA	19
Suj04	43Q02	vinaigre	4	Metonymy	High	P43	2	NA	19
Suj04	43Q03	levure	4	Metonymy	High	P43	1	NA	19
Suj04	43Q04	moutarde	4	Metonymy	High	P43	1	NA	19
Suj04	43Q05	vanille	4	Metonymy	High	P43	2	NA	19
Suj04	43Q06	lait	4	Metonymy	High	P43	NA	NA	19
Suj04	43Q07	ketchup	4	Metonymy	High	P43	NA	NA	19
Suj04	43Q08	sel	4	Metonymy	High	P43	NA	NA	19
Suj04	43Q09	beurre	4	Metonymy	High	P43	NA	NA	19
Suj04	43Q10	huile	4	Metonymy	High	P43	NA	NA	19
Suj05	11Q01	mentor	1	Metaphor	Low	P11	1	NA	19
Suj05	11Q02	croupier	1	Metaphor	Low	P11	4	NA	19
Suj05	11Q03	vigile	1	Metaphor	Low	P11	3	NA	19
Suj05	11Q04	barman	1	Metaphor	Low	P11	1	NA	19
Suj05	11Q05	pompier	1	Metaphor	Low	P11	1	NA	19
Suj05	11Q06	majordome	1	Metaphor	Low	P11	NA	NA	19
Suj05	11Q07	acrobate	1	Metaphor	Low	P11	NA	NA	19
Suj05	11Q08	arbitre	1	Metaphor	Low	P11	NA	NA	19
Suj05	11Q09	infirmier	1	Metaphor	Low	P11	NA	NA	19
Suj05	11Q10	troubadour	1	Metaphor	Low	P11	NA	NA	19
Suj05	12Q01	pistache	1	Metaphor	Low	P12	6	NA	19
Suj05	12Q02	orange	1	Metaphor	Low	P12	3	NA	19
Suj05	12Q03	cacahuete	1	Metaphor	Low	P12	7	NA	19
Suj05	12Q04	abricot	1	Metaphor	Low	P12	4	NA	19
Suj05	12Q05	olive	1	Metaphor	Low	P12	2	NA	19
Suj05	12Q06	cerise	1	Metaphor	Low	P12	NA	NA	19
Suj05	12Q07	haricot	1	Metaphor	Low	P12	NA	NA	19
Suj05	12Q08	datte	1	Metaphor	Low	P12	NA	NA	19
Suj05	12Q09	pasteque	1	Metaphor	Low	P12	NA	NA	19
Suj05	12Q10	escalope	1	Metaphor	Low	P12	NA	NA	19
Suj05	13Q01	chrysalide	1	Metaphor	Low	P13	3	NA	19
Suj05	13Q02	sapin	1	Metaphor	Low	P13	2	NA	19
Suj05	13Q03	colline	1	Metaphor	Low	P13	3	NA	19
Suj05	13Q04	grotte	1	Metaphor	Low	P13	2	NA	19
Suj05	13Q05	cratere	1	Metaphor	Low	P13	2	NA	19
Suj05	13Q06	dune	1	Metaphor	Low	P13	NA	NA	19
Suj05	13Q07	falaise	1	Metaphor	Low	P13	NA	NA	19
Suj05	13Q08	eboulis	1	Metaphor	Low	P13	NA	NA	19
Suj05	13Q09	banquise	1	Metaphor	Low	P13	NA	NA	19
Suj05	13Q10	fougere	1	Metaphor	Low	P13	NA	NA	19
Suj05	21Q01	brise	2	Metaphor	High	P21	5	NA	19
Suj05	21Q02	bruine	2	Metaphor	High	P21	6	NA	19
Suj05	21Q03	typhon	2	Metaphor	High	P21	5	NA	19
Suj05	21Q04	bourrasque	2	Metaphor	High	P21	6	NA	19
Suj05	21Q05	cyclone	2	Metaphor	High	P21	6	NA	19
Suj05	21Q06	seisme	2	Metaphor	High	P21	NA	NA	19
Suj05	21Q07	orage	2	Metaphor	High	P21	NA	NA	19
Suj05	21Q08	crachin	2	Metaphor	High	P21	NA	NA	19
Suj05	21Q09	mistral	2	Metaphor	High	P21	NA	NA	19
Suj05	21Q10	blizzard	2	Metaphor	High	P21	NA	NA	19
Suj05	22Q01	estomac	2	Metaphor	High	P22	3	NA	19
Suj05	22Q02	moustache	2	Metaphor	High	P22	5	NA	19
Suj05	22Q03	trachee	2	Metaphor	High	P22	5	NA	19
Suj05	22Q04	tempe	2	Metaphor	High	P22	5	NA	19
Suj05	22Q05	genou	2	Metaphor	High	P22	3	NA	19
Suj05	22Q06	thorax	2	Metaphor	High	P22	NA	NA	19
Suj05	22Q07	orteil	2	Metaphor	High	P22	NA	NA	19
Suj05	22Q08	cheveu	2	Metaphor	High	P22	NA	NA	19
Suj05	22Q09	epaule	2	Metaphor	High	P22	NA	NA	19
Suj05	22Q10	paupiere	2	Metaphor	High	P22	NA	NA	19
Suj05	23Q01	insalubrite	2	Metaphor	High	P23	5	NA	19
Suj05	23Q02	obesite	2	Metaphor	High	P23	4	NA	19
Suj05	23Q03	etancheite	2	Metaphor	High	P23	6	NA	19
Suj05	23Q04	compressibilite	2	Metaphor	High	P23	3	NA	19
Suj05	23Q05	absorptivite	2	Metaphor	High	P23	5	NA	19
Suj05	23Q06	fluorescence	2	Metaphor	High	P23	NA	NA	19
Suj05	23Q07	corpulence	2	Metaphor	High	P23	NA	NA	19
Suj05	23Q08	sveltesse	2	Metaphor	High	P23	NA	NA	19
Suj05	23Q09	humidite	2	Metaphor	High	P23	NA	NA	19
Suj05	23Q10	adherence	2	Metaphor	High	P23	NA	NA	19
Suj05	31Q01	chevalet	3	Metonymy	Low	P31	1	NA	19
Suj05	31Q02	babyfoot	3	Metonymy	Low	P31	1	NA	19
Suj05	31Q03	chaudiere	3	Metonymy	Low	P31	3	NA	19
Suj05	31Q04	parcmetre	3	Metonymy	Low	P31	2	NA	19
Suj05	31Q05	piano	3	Metonymy	Low	P31	1	NA	19
Suj05	31Q06	microondes	3	Metonymy	Low	P31	NA	NA	19
Suj05	31Q07	enclume	3	Metonymy	Low	P31	NA	NA	19
Suj05	31Q08	photocopieuse	3	Metonymy	Low	P31	NA	NA	19
Suj05	31Q09	alambic	3	Metonymy	Low	P31	NA	NA	19
Suj05	31Q10	congelateur	3	Metonymy	Low	P31	NA	NA	19
Suj05	32Q01	jambe	3	Metonymy	Low	P32	3	NA	19
Suj05	32Q02	dos	3	Metonymy	Low	P32	3	NA	19
Suj05	32Q03	doigt	3	Metonymy	Low	P32	5	NA	19
Suj05	32Q04	cuisse	3	Metonymy	Low	P32	2	NA	19
Suj05	32Q05	poignet	3	Metonymy	Low	P32	6	NA	19
Suj05	32Q06	poing	3	Metonymy	Low	P32	NA	NA	19
Suj05	32Q07	abdos	3	Metonymy	Low	P32	NA	NA	19
Suj05	32Q08	uterus	3	Metonymy	Low	P32	NA	NA	19
Suj05	32Q09	gorge	3	Metonymy	Low	P32	NA	NA	19
Suj05	32Q10	sourcil	3	Metonymy	Low	P32	NA	NA	19
Suj05	33Q01	savoir	3	Metonymy	Low	P33	7	NA	19
Suj05	33Q02	laicite	3	Metonymy	Low	P33	3	NA	19
Suj05	33Q03	elegance	3	Metonymy	Low	P33	6	NA	19
Suj05	33Q04	generosite	3	Metonymy	Low	P33	4	NA	19
Suj05	33Q05	spiritualite	3	Metonymy	Low	P33	2	NA	19
Suj05	33Q06	pauvrete	3	Metonymy	Low	P33	NA	NA	19
Suj05	33Q07	ivresse	3	Metonymy	Low	P33	NA	NA	19
Suj05	33Q08	humour	3	Metonymy	Low	P33	NA	NA	19
Suj05	33Q09	paranoia	3	Metonymy	Low	P33	NA	NA	19
Suj05	33Q10	fougue	3	Metonymy	Low	P33	NA	NA	19
Suj05	41Q01	ablation	4	Metonymy	High	P41	1	NA	19
Suj05	41Q02	reparation	4	Metonymy	High	P41	1	NA	19
Suj05	41Q03	glanage	4	Metonymy	High	P41	2	NA	19
Suj05	41Q04	racket	4	Metonymy	High	P41	5	NA	19
Suj05	41Q05	bouclage	4	Metonymy	High	P41	5	NA	19
Suj05	41Q06	perquisition	4	Metonymy	High	P41	NA	NA	19
Suj05	41Q07	liquidation	4	Metonymy	High	P41	NA	NA	19
Suj05	41Q08	broyage	4	Metonymy	High	P41	NA	NA	19
Suj05	41Q09	largage	4	Metonymy	High	P41	NA	NA	19
Suj05	41Q10	verification	4	Metonymy	High	P41	NA	NA	19
Suj05	42Q01	paternalisme	4	Metonymy	High	P42	6	NA	19
Suj05	42Q02	serviabilite	4	Metonymy	High	P42	4	NA	19
Suj05	42Q03	sincerite	4	Metonymy	High	P42	4	NA	19
Suj05	42Q04	clemence	4	Metonymy	High	P42	4	NA	19
Suj05	42Q05	bienveillance	4	Metonymy	High	P42	3	NA	19
Suj05	42Q06	neutralite	4	Metonymy	High	P42	NA	NA	19
Suj05	42Q07	sexisme	4	Metonymy	High	P42	NA	NA	19
Suj05	42Q08	arrogance	4	Metonymy	High	P42	NA	NA	19
Suj05	42Q09	docilite	4	Metonymy	High	P42	NA	NA	19
Suj05	42Q10	immaturite	4	Metonymy	High	P42	NA	NA	19
Suj05	43Q01	safran	4	Metonymy	High	P43	1	NA	19
Suj05	43Q02	vinaigre	4	Metonymy	High	P43	1	NA	19
Suj05	43Q03	levure	4	Metonymy	High	P43	1	NA	19
Suj05	43Q04	moutarde	4	Metonymy	High	P43	1	NA	19
Suj05	43Q05	vanille	4	Metonymy	High	P43	4	NA	19
Suj05	43Q06	lait	4	Metonymy	High	P43	NA	NA	19
Suj05	43Q07	ketchup	4	Metonymy	High	P43	NA	NA	19
Suj05	43Q08	sel	4	Metonymy	High	P43	NA	NA	19
Suj05	43Q09	beurre	4	Metonymy	High	P43	NA	NA	19
Suj05	43Q10	huile	4	Metonymy	High	P43	NA	NA	19
Suj06	11Q01	mentor	1	Metaphor	Low	P11	3	NA	21
Suj06	11Q02	croupier	1	Metaphor	Low	P11	6	NA	21
Suj06	11Q03	vigile	1	Metaphor	Low	P11	7	NA	21
Suj06	11Q04	barman	1	Metaphor	Low	P11	2	NA	21
Suj06	11Q05	pompier	1	Metaphor	Low	P11	1	NA	21
Suj06	11Q06	majordome	1	Metaphor	Low	P11	NA	NA	21
Suj06	11Q07	acrobate	1	Metaphor	Low	P11	NA	NA	21
Suj06	11Q08	arbitre	1	Metaphor	Low	P11	NA	NA	21
Suj06	11Q09	infirmier	1	Metaphor	Low	P11	NA	NA	21
Suj06	11Q10	troubadour	1	Metaphor	Low	P11	NA	NA	21
Suj06	12Q01	pistache	1	Metaphor	Low	P12	7	NA	21
Suj06	12Q02	orange	1	Metaphor	Low	P12	3	NA	21
Suj06	12Q03	cacahuete	1	Metaphor	Low	P12	7	NA	21
Suj06	12Q04	abricot	1	Metaphor	Low	P12	2	NA	21
Suj06	12Q05	olive	1	Metaphor	Low	P12	2	NA	21
Suj06	12Q06	cerise	1	Metaphor	Low	P12	NA	NA	21
Suj06	12Q07	haricot	1	Metaphor	Low	P12	NA	NA	21
Suj06	12Q08	datte	1	Metaphor	Low	P12	NA	NA	21
Suj06	12Q09	pasteque	1	Metaphor	Low	P12	NA	NA	21
Suj06	12Q10	escalope	1	Metaphor	Low	P12	NA	NA	21
Suj06	13Q01	chrysalide	1	Metaphor	Low	P13	7	NA	21
Suj06	13Q02	sapin	1	Metaphor	Low	P13	7	NA	21
Suj06	13Q03	colline	1	Metaphor	Low	P13	7	NA	21
Suj06	13Q04	grotte	1	Metaphor	Low	P13	2	NA	21
Suj06	13Q05	cratere	1	Metaphor	Low	P13	7	NA	21
Suj06	13Q06	dune	1	Metaphor	Low	P13	NA	NA	21
Suj06	13Q07	falaise	1	Metaphor	Low	P13	NA	NA	21
Suj06	13Q08	eboulis	1	Metaphor	Low	P13	NA	NA	21
Suj06	13Q09	banquise	1	Metaphor	Low	P13	NA	NA	21
Suj06	13Q10	fougere	1	Metaphor	Low	P13	NA	NA	21
Suj06	21Q01	brise	2	Metaphor	High	P21	7	NA	21
Suj06	21Q02	bruine	2	Metaphor	High	P21	7	NA	21
Suj06	21Q03	typhon	2	Metaphor	High	P21	5	NA	21
Suj06	21Q04	bourrasque	2	Metaphor	High	P21	3	NA	21
Suj06	21Q05	cyclone	2	Metaphor	High	P21	7	NA	21
Suj06	21Q06	seisme	2	Metaphor	High	P21	NA	NA	21
Suj06	21Q07	orage	2	Metaphor	High	P21	NA	NA	21
Suj06	21Q08	crachin	2	Metaphor	High	P21	NA	NA	21
Suj06	21Q09	mistral	2	Metaphor	High	P21	NA	NA	21
Suj06	21Q10	blizzard	2	Metaphor	High	P21	NA	NA	21
Suj06	22Q01	estomac	2	Metaphor	High	P22	3	NA	21
Suj06	22Q02	moustache	2	Metaphor	High	P22	1	NA	21
Suj06	22Q03	trachee	2	Metaphor	High	P22	6	NA	21
Suj06	22Q04	tempe	2	Metaphor	High	P22	7	NA	21
Suj06	22Q05	genou	2	Metaphor	High	P22	6	NA	21
Suj06	22Q06	thorax	2	Metaphor	High	P22	NA	NA	21
Suj06	22Q07	orteil	2	Metaphor	High	P22	NA	NA	21
Suj06	22Q08	cheveu	2	Metaphor	High	P22	NA	NA	21
Suj06	22Q09	epaule	2	Metaphor	High	P22	NA	NA	21
Suj06	22Q10	paupiere	2	Metaphor	High	P22	NA	NA	21
Suj06	23Q01	insalubrite	2	Metaphor	High	P23	7	NA	21
Suj06	23Q02	obesite	2	Metaphor	High	P23	1	NA	21
Suj06	23Q03	etancheite	2	Metaphor	High	P23	7	NA	21
Suj06	23Q04	compressibilite	2	Metaphor	High	P23	NA	Unknown	21
Suj06	23Q05	absorptivite	2	Metaphor	High	P23	6	NA	21
Suj06	23Q06	fluorescence	2	Metaphor	High	P23	NA	NA	21
Suj06	23Q07	corpulence	2	Metaphor	High	P23	NA	NA	21
Suj06	23Q08	sveltesse	2	Metaphor	High	P23	NA	NA	21
Suj06	23Q09	humidite	2	Metaphor	High	P23	NA	NA	21
Suj06	23Q10	adherence	2	Metaphor	High	P23	NA	NA	21
Suj06	31Q01	chevalet	3	Metonymy	Low	P31	7	NA	21
Suj06	31Q02	babyfoot	3	Metonymy	Low	P31	7	NA	21
Suj06	31Q03	chaudiere	3	Metonymy	Low	P31	7	NA	21
Suj06	31Q04	parcmetre	3	Metonymy	Low	P31	5	NA	21
Suj06	31Q05	piano	3	Metonymy	Low	P31	1	NA	21
Suj06	31Q06	microondes	3	Metonymy	Low	P31	NA	NA	21
Suj06	31Q07	enclume	3	Metonymy	Low	P31	NA	NA	21
Suj06	31Q08	photocopieuse	3	Metonymy	Low	P31	NA	NA	21
Suj06	31Q09	alambic	3	Metonymy	Low	P31	NA	NA	21
Suj06	31Q10	congelateur	3	Metonymy	Low	P31	NA	NA	21
Suj06	32Q01	jambe	3	Metonymy	Low	P32	1	NA	21
Suj06	32Q02	dos	3	Metonymy	Low	P32	1	NA	21
Suj06	32Q03	doigt	3	Metonymy	Low	P32	1	NA	21
Suj06	32Q04	cuisse	3	Metonymy	Low	P32	1	NA	21
Suj06	32Q05	poignet	3	Metonymy	Low	P32	7	NA	21
Suj06	32Q06	poing	3	Metonymy	Low	P32	NA	NA	21
Suj06	32Q07	abdos	3	Metonymy	Low	P32	NA	NA	21
Suj06	32Q08	uterus	3	Metonymy	Low	P32	NA	NA	21
Suj06	32Q09	gorge	3	Metonymy	Low	P32	NA	NA	21
Suj06	32Q10	sourcil	3	Metonymy	Low	P32	NA	NA	21
Suj06	33Q01	savoir	3	Metonymy	Low	P33	6	NA	21
Suj06	33Q02	laicite	3	Metonymy	Low	P33	7	NA	21
Suj06	33Q03	elegance	3	Metonymy	Low	P33	7	NA	21
Suj06	33Q04	generosite	3	Metonymy	Low	P33	6	NA	21
Suj06	33Q05	spiritualite	3	Metonymy	Low	P33	3	NA	21
Suj06	33Q06	pauvrete	3	Metonymy	Low	P33	NA	NA	21
Suj06	33Q07	ivresse	3	Metonymy	Low	P33	NA	NA	21
Suj06	33Q08	humour	3	Metonymy	Low	P33	NA	NA	21
Suj06	33Q09	paranoia	3	Metonymy	Low	P33	NA	NA	21
Suj06	33Q10	fougue	3	Metonymy	Low	P33	NA	NA	21
Suj06	41Q01	ablation	4	Metonymy	High	P41	7	NA	21
Suj06	41Q02	reparation	4	Metonymy	High	P41	7	NA	21
Suj06	41Q03	glanage	4	Metonymy	High	P41	NA	Unknown	21
Suj06	41Q04	racket	4	Metonymy	High	P41	1	NA	21
Suj06	41Q05	bouclage	4	Metonymy	High	P41	6	NA	21
Suj06	41Q06	perquisition	4	Metonymy	High	P41	NA	NA	21
Suj06	41Q07	liquidation	4	Metonymy	High	P41	NA	NA	21
Suj06	41Q08	broyage	4	Metonymy	High	P41	NA	NA	21
Suj06	41Q09	largage	4	Metonymy	High	P41	NA	NA	21
Suj06	41Q10	verification	4	Metonymy	High	P41	NA	NA	21
Suj06	42Q01	paternalisme	4	Metonymy	High	P42	7	NA	21
Suj06	42Q02	serviabilite	4	Metonymy	High	P42	4	NA	21
Suj06	42Q03	sincerite	4	Metonymy	High	P42	6	NA	21
Suj06	42Q04	clemence	4	Metonymy	High	P42	7	NA	21
Suj06	42Q05	bienveillance	4	Metonymy	High	P42	5	NA	21
Suj06	42Q06	neutralite	4	Metonymy	High	P42	NA	NA	21
Suj06	42Q07	sexisme	4	Metonymy	High	P42	NA	NA	21
Suj06	42Q08	arrogance	4	Metonymy	High	P42	NA	NA	21
Suj06	42Q09	docilite	4	Metonymy	High	P42	NA	NA	21
Suj06	42Q10	immaturite	4	Metonymy	High	P42	NA	NA	21
Suj06	43Q01	safran	4	Metonymy	High	P43	5	NA	21
Suj06	43Q02	vinaigre	4	Metonymy	High	P43	7	NA	21
Suj06	43Q03	levure	4	Metonymy	High	P43	7	NA	21
Suj06	43Q04	moutarde	4	Metonymy	High	P43	7	NA	21
Suj06	43Q05	vanille	4	Metonymy	High	P43	7	NA	21
Suj06	43Q06	lait	4	Metonymy	High	P43	NA	NA	21
Suj06	43Q07	ketchup	4	Metonymy	High	P43	NA	NA	21
Suj06	43Q08	sel	4	Metonymy	High	P43	NA	NA	21
Suj06	43Q09	beurre	4	Metonymy	High	P43	NA	NA	21
Suj06	43Q10	huile	4	Metonymy	High	P43	NA	NA	21
Suj07	11Q01	mentor	1	Metaphor	Low	P11	1	NA	21
Suj07	11Q02	croupier	1	Metaphor	Low	P11	1	NA	21
Suj07	11Q03	vigile	1	Metaphor	Low	P11	7	NA	21
Suj07	11Q04	barman	1	Metaphor	Low	P11	1	NA	21
Suj07	11Q05	pompier	1	Metaphor	Low	P11	1	NA	21
Suj07	11Q06	majordome	1	Metaphor	Low	P11	NA	NA	21
Suj07	11Q07	acrobate	1	Metaphor	Low	P11	NA	NA	21
Suj07	11Q08	arbitre	1	Metaphor	Low	P11	NA	NA	21
Suj07	11Q09	infirmier	1	Metaphor	Low	P11	NA	NA	21
Suj07	11Q10	troubadour	1	Metaphor	Low	P11	NA	NA	21
Suj07	12Q01	pistache	1	Metaphor	Low	P12	2	NA	21
Suj07	12Q02	orange	1	Metaphor	Low	P12	3	NA	21
Suj07	12Q03	cacahuete	1	Metaphor	Low	P12	7	NA	21
Suj07	12Q04	abricot	1	Metaphor	Low	P12	2	NA	21
Suj07	12Q05	olive	1	Metaphor	Low	P12	5	NA	21
Suj07	12Q06	cerise	1	Metaphor	Low	P12	NA	NA	21
Suj07	12Q07	haricot	1	Metaphor	Low	P12	NA	NA	21
Suj07	12Q08	datte	1	Metaphor	Low	P12	NA	NA	21
Suj07	12Q09	pasteque	1	Metaphor	Low	P12	NA	NA	21
Suj07	12Q10	escalope	1	Metaphor	Low	P12	NA	NA	21
Suj07	13Q01	chrysalide	1	Metaphor	Low	P13	4	NA	21
Suj07	13Q02	sapin	1	Metaphor	Low	P13	6	NA	21
Suj07	13Q03	colline	1	Metaphor	Low	P13	3	NA	21
Suj07	13Q04	grotte	1	Metaphor	Low	P13	1	NA	21
Suj07	13Q05	cratere	1	Metaphor	Low	P13	5	NA	21
Suj07	13Q06	dune	1	Metaphor	Low	P13	NA	NA	21
Suj07	13Q07	falaise	1	Metaphor	Low	P13	NA	NA	21
Suj07	13Q08	eboulis	1	Metaphor	Low	P13	NA	NA	21
Suj07	13Q09	banquise	1	Metaphor	Low	P13	NA	NA	21
Suj07	13Q10	fougere	1	Metaphor	Low	P13	NA	NA	21
Suj07	21Q01	brise	2	Metaphor	High	P21	7	NA	21
Suj07	21Q02	bruine	2	Metaphor	High	P21	5	NA	21
Suj07	21Q03	typhon	2	Metaphor	High	P21	3	NA	21
Suj07	21Q04	bourrasque	2	Metaphor	High	P21	7	NA	21
Suj07	21Q05	cyclone	2	Metaphor	High	P21	6	NA	21
Suj07	21Q06	seisme	2	Metaphor	High	P21	NA	NA	21
Suj07	21Q07	orage	2	Metaphor	High	P21	NA	NA	21
Suj07	21Q08	crachin	2	Metaphor	High	P21	NA	NA	21
Suj07	21Q09	mistral	2	Metaphor	High	P21	NA	NA	21
Suj07	21Q10	blizzard	2	Metaphor	High	P21	NA	NA	21
Suj07	22Q01	estomac	2	Metaphor	High	P22	1	NA	21
Suj07	22Q02	moustache	2	Metaphor	High	P22	2	NA	21
Suj07	22Q03	trachee	2	Metaphor	High	P22	2	NA	21
Suj07	22Q04	tempe	2	Metaphor	High	P22	2	NA	21
Suj07	22Q05	genou	2	Metaphor	High	P22	6	NA	21
Suj07	22Q06	thorax	2	Metaphor	High	P22	NA	NA	21
Suj07	22Q07	orteil	2	Metaphor	High	P22	NA	NA	21
Suj07	22Q08	cheveu	2	Metaphor	High	P22	NA	NA	21
Suj07	22Q09	epaule	2	Metaphor	High	P22	NA	NA	21
Suj07	22Q10	paupiere	2	Metaphor	High	P22	NA	NA	21
Suj07	23Q01	insalubrite	2	Metaphor	High	P23	3	NA	21
Suj07	23Q02	obesite	2	Metaphor	High	P23	2	NA	21
Suj07	23Q03	etancheite	2	Metaphor	High	P23	2	NA	21
Suj07	23Q04	compressibilite	2	Metaphor	High	P23	3	NA	21
Suj07	23Q05	absorptivite	2	Metaphor	High	P23	5	NA	21
Suj07	23Q06	fluorescence	2	Metaphor	High	P23	NA	NA	21
Suj07	23Q07	corpulence	2	Metaphor	High	P23	NA	NA	21
Suj07	23Q08	sveltesse	2	Metaphor	High	P23	NA	NA	21
Suj07	23Q09	humidite	2	Metaphor	High	P23	NA	NA	21
Suj07	23Q10	adherence	2	Metaphor	High	P23	NA	NA	21
Suj07	31Q01	chevalet	3	Metonymy	Low	P31	2	NA	21
