Participant	QN	Neologism	Condition	Figure	Regularity	Pattern	Score	Unknown	Age
Suj21	31Q10	congelateur	3	Metonymy	Low	P31	NA	NA	23
Suj21	32Q01	jambe	3	Metonymy	Low	P32	7	NA	23
Suj21	32Q02	dos	3	Metonymy	Low	P32	2	NA	23
Suj21	32Q03	doigt	3	Metonymy	Low	P32	6	NA	23
Suj21	32Q04	cuisse	3	Metonymy	Low	P32	5	NA	23
Suj21	32Q05	poignet	3	Metonymy	Low	P32	NA	Unknown	23
Suj21	32Q06	poing	3	Metonymy	Low	P32	NA	NA	23
Suj21	32Q07	abdos	3	Metonymy	Low	P32	NA	NA	23
Suj21	32Q08	uterus	3	Metonymy	Low	P32	NA	NA	23
Suj21	32Q09	gorge	3	Metonymy	Low	P32	NA	NA	23
Suj21	32Q10	sourcil	3	Metonymy	Low	P32	NA	NA	23
Suj21	33Q01	savoir	3	Metonymy	Low	P33	4	NA	23
Suj21	33Q02	laicite	3	Metonymy	Low	P33	7	NA	23
Suj21	33Q03	elegance	3	Metonymy	Low	P33	6	NA	23
Suj21	33Q04	generosite	3	Metonymy	Low	P33	4	NA	23
Suj21	33Q05	spiritualite	3	Metonymy	Low	P33	2	NA	23
Suj21	33Q06	pauvrete	3	Metonymy	Low	P33	NA	NA	23
Suj21	33Q07	ivresse	3	Metonymy	Low	P33	NA	NA	23
Suj21	33Q08	humour	3	Metonymy	Low	P33	NA	NA	23
Suj21	33Q09	paranoia	3	Metonymy	Low	P33	NA	NA	23
Suj21	33Q10	fougue	3	Metonymy	Low	P33	NA	NA	23
Suj21	41Q01	ablation	4	Metonymy	High	P41	7	NA	23
Suj21	41Q02	reparation	4	Metonymy	High	P41	4	NA	23
Suj21	41Q03	glanage	4	Metonymy	High	P41	6	NA	23
Suj21	41Q04	racket	4	Metonymy	High	P41	5	NA	23
Suj21	41Q05	bouclage	4	Metonymy	High	P41	6	NA	23
Suj21	41Q06	perquisition	4	Metonymy	High	P41	NA	NA	23
Suj21	41Q07	liquidation	4	Metonymy	High	P41	NA	NA	23
Suj21	41Q08	broyage	4	Metonymy	High	P41	NA	NA	23
Suj21	41Q09	largage	4	Metonymy	High	P41	NA	NA	23
Suj21	41Q10	verification	4	Metonymy	High	P41	NA	NA	23
Suj21	42Q01	paternalisme	4	Metonymy	High	P42	6	NA	23
Suj21	42Q02	serviabilite	4	Metonymy	High	P42	5	NA	23
Suj21	42Q03	sincerite	4	Metonymy	High	P42	4	NA	23
Suj21	42Q04	clemence	4	Metonymy	High	P42	6	NA	23
Suj21	42Q05	bienveillance	4	Metonymy	High	P42	7	NA	23
Suj21	42Q06	neutralite	4	Metonymy	High	P42	NA	NA	23
Suj21	42Q07	sexisme	4	Metonymy	High	P42	NA	NA	23
Suj21	42Q08	arrogance	4	Metonymy	High	P42	NA	NA	23
Suj21	42Q09	docilite	4	Metonymy	High	P42	NA	NA	23
Suj21	42Q10	immaturite	4	Metonymy	High	P42	NA	NA	23
Suj21	43Q01	safran	4	Metonymy	High	P43	5	NA	23
Suj21	43Q02	vinaigre	4	Metonymy	High	P43	5	NA	23
Suj21	43Q03	levure	4	Metonymy	High	P43	5	NA	23
Suj21	43Q04	moutarde	4	Metonymy	High	P43	2	NA	23
Suj21	43Q05	vanille	4	Metonymy	High	P43	6	NA	23
Suj21	43Q06	lait	4	Metonymy	High	P43	NA	NA	23
Suj21	43Q07	ketchup	4	Metonymy	High	P43	NA	NA	23
Suj21	43Q08	sel	4	Metonymy	High	P43	NA	NA	23
Suj21	43Q09	beurre	4	Metonymy	High	P43	NA	NA	23
Suj21	43Q10	huile	4	Metonymy	High	P43	NA	NA	23
Suj22	11Q01	mentor	1	Metaphor	Low	P11	3	NA	23
Suj22	11Q02	croupier	1	Metaphor	Low	P11	NA	Unknown	23
Suj22	11Q03	vigile	1	Metaphor	Low	P11	3	NA	23
Suj22	11Q04	barman	1	Metaphor	Low	P11	3	NA	23
Suj22	11Q05	pompier	1	Metaphor	Low	P11	3	NA	23
Suj22	11Q06	majordome	1	Metaphor	Low	P11	NA	NA	23
Suj22	11Q07	acrobate	1	Metaphor	Low	P11	NA	NA	23
Suj22	11Q08	arbitre	1	Metaphor	Low	P11	NA	NA	23
Suj22	11Q09	infirmier	1	Metaphor	Low	P11	NA	NA	23
Suj22	11Q10	troubadour	1	Metaphor	Low	P11	NA	NA	23
Suj22	12Q01	pistache	1	Metaphor	Low	P12	5	NA	23
Suj22	12Q02	orange	1	Metaphor	Low	P12	3	NA	23
Suj22	12Q03	cacahuete	1	Metaphor	Low	P12	5	NA	23
Suj22	12Q04	abricot	1	Metaphor	Low	P12	2	NA	23
Suj22	12Q05	olive	1	Metaphor	Low	P12	3	NA	23
Suj22	12Q06	cerise	1	Metaphor	Low	P12	NA	NA	23
Suj22	12Q07	haricot	1	Metaphor	Low	P12	NA	NA	23
Suj22	12Q08	datte	1	Metaphor	Low	P12	NA	NA	23
Suj22	12Q09	pasteque	1	Metaphor	Low	P12	NA	NA	23
Suj22	12Q10	escalope	1	Metaphor	Low	P12	NA	NA	23
Suj22	13Q01	chrysalide	1	Metaphor	Low	P13	4	NA	23
Suj22	13Q02	sapin	1	Metaphor	Low	P13	4	NA	23
Suj22	13Q03	colline	1	Metaphor	Low	P13	2	NA	23
Suj22	13Q04	grotte	1	Metaphor	Low	P13	3	NA	23
Suj22	13Q05	cratere	1	Metaphor	Low	P13	2	NA	23
Suj22	13Q06	dune	1	Metaphor	Low	P13	NA	NA	23
Suj22	13Q07	falaise	1	Metaphor	Low	P13	NA	NA	23
Suj22	13Q08	eboulis	1	Metaphor	Low	P13	NA	NA	23
Suj22	13Q09	banquise	1	Metaphor	Low	P13	NA	NA	23
Suj22	13Q10	fougere	1	Metaphor	Low	P13	NA	NA	23
Suj22	21Q01	brise	2	Metaphor	High	P21	4	NA	23
Suj22	21Q02	bruine	2	Metaphor	High	P21	NA	Unknown	23
Suj22	21Q03	typhon	2	Metaphor	High	P21	6	NA	23
Suj22	21Q04	bourrasque	2	Metaphor	High	P21	NA	Unknown	23
Suj22	21Q05	cyclone	2	Metaphor	High	P21	5	NA	23
Suj22	21Q06	seisme	2	Metaphor	High	P21	NA	NA	23
Suj22	21Q07	orage	2	Metaphor	High	P21	NA	NA	23
Suj22	21Q08	crachin	2	Metaphor	High	P21	NA	NA	23
Suj22	21Q09	mistral	2	Metaphor	High	P21	NA	NA	23
Suj22	21Q10	blizzard	2	Metaphor	High	P21	NA	NA	23
Suj22	22Q01	estomac	2	Metaphor	High	P22	3	NA	23
Suj22	22Q02	moustache	2	Metaphor	High	P22	4	NA	23
Suj22	22Q03	trachee	2	Metaphor	High	P22	3	NA	23
Suj22	22Q04	tempe	2	Metaphor	High	P22	3	NA	23
Suj22	22Q05	genou	2	Metaphor	High	P22	3	NA	23
Suj22	22Q06	thorax	2	Metaphor	High	P22	NA	NA	23
Suj22	22Q07	orteil	2	Metaphor	High	P22	NA	NA	23
Suj22	22Q08	cheveu	2	Metaphor	High	P22	NA	NA	23
Suj22	22Q09	epaule	2	Metaphor	High	P22	NA	NA	23
Suj22	22Q10	paupiere	2	Metaphor	High	P22	NA	NA	23
Suj22	23Q01	insalubrite	2	Metaphor	High	P23	2	NA	23
Suj22	23Q02	obesite	2	Metaphor	High	P23	2	NA	23
Suj22	23Q03	etancheite	2	Metaphor	High	P23	2	NA	23
Suj22	23Q04	compressibilite	2	Metaphor	High	P23	2	NA	23
Suj22	23Q05	absorptivite	2	Metaphor	High	P23	4	NA	23
Suj22	23Q06	fluorescence	2	Metaphor	High	P23	NA	NA	23
Suj22	23Q07	corpulence	2	Metaphor	High	P23	NA	NA	23
Suj22	23Q08	sveltesse	2	Metaphor	High	P23	NA	NA	23
Suj22	23Q09	humidite	2	Metaphor	High	P23	NA	NA	23
Suj22	23Q10	adherence	2	Metaphor	High	P23	NA	NA	23
Suj22	31Q01	chevalet	3	Metonymy	Low	P31	4	NA	23
Suj22	31Q02	babyfoot	3	Metonymy	Low	P31	6	NA	23
Suj22	31Q03	chaudiere	3	Metonymy	Low	P31	6	NA	23
Suj22	31Q04	parcmetre	3	Metonymy	Low	P31	4	NA	23
Suj22	31Q05	piano	3	Metonymy	Low	P31	3	NA	23
Suj22	31Q06	microondes	3	Metonymy	Low	P31	NA	NA	23
Suj22	31Q07	enclume	3	Metonymy	Low	P31	NA	NA	23
Suj22	31Q08	photocopieuse	3	Metonymy	Low	P31	NA	NA	23
Suj22	31Q09	alambic	3	Metonymy	Low	P31	NA	NA	23
Suj22	31Q10	congelateur	3	Metonymy	Low	P31	NA	NA	23
Suj22	32Q01	jambe	3	Metonymy	Low	P32	3	NA	23
Suj22	32Q02	dos	3	Metonymy	Low	P32	1	NA	23
Suj22	32Q03	doigt	3	Metonymy	Low	P32	3	NA	23
Suj22	32Q04	cuisse	3	Metonymy	Low	P32	2	NA	23
Suj22	32Q05	poignet	3	Metonymy	Low	P32	4	NA	23
Suj22	32Q06	poing	3	Metonymy	Low	P32	NA	NA	23
Suj22	32Q07	abdos	3	Metonymy	Low	P32	NA	NA	23
Suj22	32Q08	uterus	3	Metonymy	Low	P32	NA	NA	23
Suj22	32Q09	gorge	3	Metonymy	Low	P32	NA	NA	23
Suj22	32Q10	sourcil	3	Metonymy	Low	P32	NA	NA	23
Suj22	33Q01	savoir	3	Metonymy	Low	P33	5	NA	23
Suj22	33Q02	laicite	3	Metonymy	Low	P33	6	NA	23
Suj22	33Q03	elegance	3	Metonymy	Low	P33	5	NA	23
Suj22	33Q04	generosite	3	Metonymy	Low	P33	6	NA	23
Suj22	33Q05	spiritualite	3	Metonymy	Low	P33	4	NA	23
Suj22	33Q06	pauvrete	3	Metonymy	Low	P33	NA	NA	23
Suj22	33Q07	ivresse	3	Metonymy	Low	P33	NA	NA	23
Suj22	33Q08	humour	3	Metonymy	Low	P33	NA	NA	23
Suj22	33Q09	paranoia	3	Metonymy	Low	P33	NA	NA	23
Suj22	33Q10	fougue	3	Metonymy	Low	P33	NA	NA	23
Suj22	41Q01	ablation	4	Metonymy	High	P41	3	NA	23
Suj22	41Q02	reparation	4	Metonymy	High	P41	5	NA	23
Suj22	41Q03	glanage	4	Metonymy	High	P41	NA	Unknown	23
Suj22	41Q04	racket	4	Metonymy	High	P41	5	NA	23
Suj22	41Q05	bouclage	4	Metonymy	High	P41	3	NA	23
Suj22	41Q06	perquisition	4	Metonymy	High	P41	NA	NA	23
Suj22	41Q07	liquidation	4	Metonymy	High	P41	NA	NA	23
Suj22	41Q08	broyage	4	Metonymy	High	P41	NA	NA	23
Suj22	41Q09	largage	4	Metonymy	High	P41	NA	NA	23
Suj22	41Q10	verification	4	Metonymy	High	P41	NA	NA	23
Suj22	42Q01	paternalisme	4	Metonymy	High	P42	3	NA	23
Suj22	42Q02	serviabilite	4	Metonymy	High	P42	4	NA	23
Suj22	42Q03	sincerite	4	Metonymy	High	P42	5	NA	23
Suj22	42Q04	clemence	4	Metonymy	High	P42	5	NA	23
Suj22	42Q05	bienveillance	4	Metonymy	High	P42	4	NA	23
Suj22	42Q06	neutralite	4	Metonymy	High	P42	NA	NA	23
Suj22	42Q07	sexisme	4	Metonymy	High	P42	NA	NA	23
Suj22	42Q08	arrogance	4	Metonymy	High	P42	NA	NA	23
Suj22	42Q09	docilite	4	Metonymy	High	P42	NA	NA	23
Suj22	42Q10	immaturite	4	Metonymy	High	P42	NA	NA	23
Suj22	43Q01	safran	4	Metonymy	High	P43	5	NA	23
Suj22	43Q02	vinaigre	4	Metonymy	High	P43	5	NA	23
Suj22	43Q03	levure	4	Metonymy	High	P43	5	NA	23
Suj22	43Q04	moutarde	4	Metonymy	High	P43	4	NA	23
Suj22	43Q05	vanille	4	Metonymy	High	P43	5	NA	23
Suj22	43Q06	lait	4	Metonymy	High	P43	NA	NA	23
Suj22	43Q07	ketchup	4	Metonymy	High	P43	NA	NA	23
Suj22	43Q08	sel	4	Metonymy	High	P43	NA	NA	23
Suj22	43Q09	beurre	4	Metonymy	High	P43	NA	NA	23
Suj22	43Q10	huile	4	Metonymy	High	P43	NA	NA	23
Suj23	11Q01	mentor	1	Metaphor	Low	P11	NA	NA	19
Suj23	11Q02	croupier	1	Metaphor	Low	P11	NA	NA	19
Suj23	11Q03	vigile	1	Metaphor	Low	P11	NA	NA	19
Suj23	11Q04	barman	1	Metaphor	Low	P11	NA	NA	19
Suj23	11Q05	pompier	1	Metaphor	Low	P11	NA	NA	19
Suj23	11Q06	majordome	1	Metaphor	Low	P11	6	NA	19
Suj23	11Q07	acrobate	1	Metaphor	Low	P11	2	NA	19
Suj23	11Q08	arbitre	1	Metaphor	Low	P11	2	NA	19
Suj23	11Q09	infirmier	1	Metaphor	Low	P11	2	NA	19
Suj23	11Q10	troubadour	1	Metaphor	Low	P11	1	NA	19
Suj23	12Q01	pistache	1	Metaphor	Low	P12	NA	NA	19
Suj23	12Q02	orange	1	Metaphor	Low	P12	NA	NA	19
Suj23	12Q03	cacahuete	1	Metaphor	Low	P12	NA	NA	19
Suj23	12Q04	abricot	1	Metaphor	Low	P12	NA	NA	19
Suj23	12Q05	olive	1	Metaphor	Low	P12	NA	NA	19
Suj23	12Q06	cerise	1	Metaphor	Low	P12	2	NA	19
Suj23	12Q07	haricot	1	Metaphor	Low	P12	7	NA	19
Suj23	12Q08	datte	1	Metaphor	Low	P12	2	NA	19
Suj23	12Q09	pasteque	1	Metaphor	Low	P12	2	NA	19
Suj23	12Q10	escalope	1	Metaphor	Low	P12	2	NA	19
Suj23	13Q01	chrysalide	1	Metaphor	Low	P13	NA	NA	19
Suj23	13Q02	sapin	1	Metaphor	Low	P13	NA	NA	19
Suj23	13Q03	colline	1	Metaphor	Low	P13	NA	NA	19
Suj23	13Q04	grotte	1	Metaphor	Low	P13	NA	NA	19
Suj23	13Q05	cratere	1	Metaphor	Low	P13	NA	NA	19
Suj23	13Q06	dune	1	Metaphor	Low	P13	2	NA	19
Suj23	13Q07	falaise	1	Metaphor	Low	P13	2	NA	19
Suj23	13Q08	eboulis	1	Metaphor	Low	P13	NA	Unknown	19
Suj23	13Q09	banquise	1	Metaphor	Low	P13	5	NA	19
Suj23	13Q10	fougere	1	Metaphor	Low	P13	NA	Unknown	19
Suj23	21Q01	brise	2	Metaphor	High	P21	NA	NA	19
Suj23	21Q02	bruine	2	Metaphor	High	P21	NA	NA	19
Suj23	21Q03	typhon	2	Metaphor	High	P21	NA	NA	19
Suj23	21Q04	bourrasque	2	Metaphor	High	P21	NA	NA	19
Suj23	21Q05	cyclone	2	Metaphor	High	P21	NA	NA	19
Suj23	21Q06	seisme	2	Metaphor	High	P21	7	NA	19
Suj23	21Q07	orage	2	Metaphor	High	P21	2	NA	19
Suj23	21Q08	crachin	2	Metaphor	High	P21	5	NA	19
Suj23	21Q09	mistral	2	Metaphor	High	P21	6	NA	19
Suj23	21Q10	blizzard	2	Metaphor	High	P21	5	NA	19
Suj23	22Q01	estomac	2	Metaphor	High	P22	NA	NA	19
Suj23	22Q02	moustache	2	Metaphor	High	P22	NA	NA	19
Suj23	22Q03	trachee	2	Metaphor	High	P22	NA	NA	19
Suj23	22Q04	tempe	2	Metaphor	High	P22	NA	NA	19
Suj23	22Q05	genou	2	Metaphor	High	P22	NA	NA	19
Suj23	22Q06	thorax	2	Metaphor	High	P22	7	NA	19
Suj23	22Q07	orteil	2	Metaphor	High	P22	1	NA	19
Suj23	22Q08	cheveu	2	Metaphor	High	P22	2	NA	19
Suj23	22Q09	epaule	2	Metaphor	High	P22	7	NA	19
Suj23	22Q10	paupiere	2	Metaphor	High	P22	7	NA	19
Suj23	23Q01	insalubrite	2	Metaphor	High	P23	NA	NA	19
Suj23	23Q02	obesite	2	Metaphor	High	P23	NA	NA	19
Suj23	23Q03	etancheite	2	Metaphor	High	P23	NA	NA	19
Suj23	23Q04	compressibilite	2	Metaphor	High	P23	NA	NA	19
Suj23	23Q05	absorptivite	2	Metaphor	High	P23	NA	NA	19
Suj23	23Q06	fluorescence	2	Metaphor	High	P23	6	NA	19
Suj23	23Q07	corpulence	2	Metaphor	High	P23	3	NA	19
Suj23	23Q08	sveltesse	2	Metaphor	High	P23	2	NA	19
Suj23	23Q09	humidite	2	Metaphor	High	P23	5	NA	19
Suj23	23Q10	adherence	2	Metaphor	High	P23	7	NA	19
Suj23	31Q01	chevalet	3	Metonymy	Low	P31	NA	NA	19
Suj23	31Q02	babyfoot	3	Metonymy	Low	P31	NA	NA	19
Suj23	31Q03	chaudiere	3	Metonymy	Low	P31	NA	NA	19
Suj23	31Q04	parcmetre	3	Metonymy	Low	P31	NA	NA	19
Suj23	31Q05	piano	3	Metonymy	Low	P31	NA	NA	19
Suj23	31Q06	microondes	3	Metonymy	Low	P31	2	NA	19
Suj23	31Q07	enclume	3	Metonymy	Low	P31	NA	Unknown	19
Suj23	31Q08	photocopieuse	3	Metonymy	Low	P31	2	NA	19
Suj23	31Q09	alambic	3	Metonymy	Low	P31	NA	Unknown	19
Suj23	31Q10	congelateur	3	Metonymy	Low	P31	7	NA	19
Suj23	32Q01	jambe	3	Metonymy	Low	P32	NA	NA	19
Suj23	32Q02	dos	3	Metonymy	Low	P32	NA	NA	19
Suj23	32Q03	doigt	3	Metonymy	Low	P32	NA	NA	19
Suj23	32Q04	cuisse	3	Metonymy	Low	P32	NA	NA	19
Suj23	32Q05	poignet	3	Metonymy	Low	P32	NA	NA	19
Suj23	32Q06	poing	3	Metonymy	Low	P32	5	NA	19
Suj23	32Q07	abdos	3	Metonymy	Low	P32	1	NA	19
Suj23	32Q08	uterus	3	Metonymy	Low	P32	6	NA	19
Suj23	32Q09	gorge	3	Metonymy	Low	P32	7	NA	19
Suj23	32Q10	sourcil	3	Metonymy	Low	P32	1	NA	19
Suj23	33Q01	savoir	3	Metonymy	Low	P33	NA	NA	19
Suj23	33Q02	laicite	3	Metonymy	Low	P33	NA	NA	19
Suj23	33Q03	elegance	3	Metonymy	Low	P33	NA	NA	19
Suj23	33Q04	generosite	3	Metonymy	Low	P33	NA	NA	19
Suj23	33Q05	spiritualite	3	Metonymy	Low	P33	NA	NA	19
Suj23	33Q06	pauvrete	3	Metonymy	Low	P33	5	NA	19
Suj23	33Q07	ivresse	3	Metonymy	Low	P33	2	NA	19
Suj23	33Q08	humour	3	Metonymy	Low	P33	3	NA	19
Suj23	33Q09	paranoia	3	Metonymy	Low	P33	4	NA	19
Suj23	33Q10	fougue	3	Metonymy	Low	P33	5	NA	19
Suj23	41Q01	ablation	4	Metonymy	High	P41	NA	NA	19
Suj23	41Q02	reparation	4	Metonymy	High	P41	NA	NA	19
Suj23	41Q03	glanage	4	Metonymy	High	P41	NA	NA	19
Suj23	41Q04	racket	4	Metonymy	High	P41	NA	NA	19
Suj23	41Q05	bouclage	4	Metonymy	High	P41	NA	NA	19
Suj23	41Q06	perquisition	4	Metonymy	High	P41	6	NA	19
Suj23	41Q07	liquidation	4	Metonymy	High	P41	7	NA	19
Suj23	41Q08	broyage	4	Metonymy	High	P41	4	NA	19
Suj23	41Q09	largage	4	Metonymy	High	P41	1	NA	19
Suj23	41Q10	verification	4	Metonymy	High	P41	6	NA	19
Suj23	42Q01	paternalisme	4	Metonymy	High	P42	NA	NA	19
Suj23	42Q02	serviabilite	4	Metonymy	High	P42	NA	NA	19
Suj23	42Q03	sincerite	4	Metonymy	High	P42	NA	NA	19
Suj23	42Q04	clemence	4	Metonymy	High	P42	NA	NA	19
Suj23	42Q05	bienveillance	4	Metonymy	High	P42	NA	NA	19
Suj23	42Q06	neutralite	4	Metonymy	High	P42	7	NA	19
Suj23	42Q07	sexisme	4	Metonymy	High	P42	7	NA	19
Suj23	42Q08	arrogance	4	Metonymy	High	P42	4	NA	19
Suj23	42Q09	docilite	4	Metonymy	High	P42	1	NA	19
Suj23	42Q10	immaturite	4	Metonymy	High	P42	7	NA	19
Suj23	43Q01	safran	4	Metonymy	High	P43	NA	NA	19
Suj23	43Q02	vinaigre	4	Metonymy	High	P43	NA	NA	19
Suj23	43Q03	levure	4	Metonymy	High	P43	NA	NA	19
Suj23	43Q04	moutarde	4	Metonymy	High	P43	NA	NA	19
Suj23	43Q05	vanille	4	Metonymy	High	P43	NA	NA	19
Suj23	43Q06	lait	4	Metonymy	High	P43	6	NA	19
Suj23	43Q07	ketchup	4	Metonymy	High	P43	2	NA	19
Suj23	43Q08	sel	4	Metonymy	High	P43	2	NA	19
Suj23	43Q09	beurre	4	Metonymy	High	P43	4	NA	19
Suj23	43Q10	huile	4	Metonymy	High	P43	4	NA	19
Suj24	11Q01	mentor	1	Metaphor	Low	P11	NA	NA	22
Suj24	11Q02	croupier	1	Metaphor	Low	P11	NA	NA	22
Suj24	11Q03	vigile	1	Metaphor	Low	P11	NA	NA	22
Suj24	11Q04	barman	1	Metaphor	Low	P11	NA	NA	22
Suj24	11Q05	pompier	1	Metaphor	Low	P11	NA	NA	22
Suj24	11Q06	majordome	1	Metaphor	Low	P11	1	NA	22
Suj24	11Q07	acrobate	1	Metaphor	Low	P11	3	NA	22
Suj24	11Q08	arbitre	1	Metaphor	Low	P11	7	NA	22
Suj24	11Q09	infirmier	1	Metaphor	Low	P11	1	NA	22
Suj24	11Q10	troubadour	1	Metaphor	Low	P11	1	NA	22
Suj24	12Q01	pistache	1	Metaphor	Low	P12	NA	NA	22
Suj24	12Q02	orange	1	Metaphor	Low	P12	NA	NA	22
Suj24	12Q03	cacahuete	1	Metaphor	Low	P12	NA	NA	22
Suj24	12Q04	abricot	1	Metaphor	Low	P12	NA	NA	22
Suj24	12Q05	olive	1	Metaphor	Low	P12	NA	NA	22
Suj24	12Q06	cerise	1	Metaphor	Low	P12	7	NA	22
Suj24	12Q07	haricot	1	Metaphor	Low	P12	7	NA	22
Suj24	12Q08	datte	1	Metaphor	Low	P12	4	NA	22
Suj24	12Q09	pasteque	1	Metaphor	Low	P12	1	NA	22
Suj24	12Q10	escalope	1	Metaphor	Low	P12	6	NA	22
Suj24	13Q01	chrysalide	1	Metaphor	Low	P13	NA	NA	22
Suj24	13Q02	sapin	1	Metaphor	Low	P13	NA	NA	22
Suj24	13Q03	colline	1	Metaphor	Low	P13	NA	NA	22
Suj24	13Q04	grotte	1	Metaphor	Low	P13	NA	NA	22
Suj24	13Q05	cratere	1	Metaphor	Low	P13	NA	NA	22
Suj24	13Q06	dune	1	Metaphor	Low	P13	7	NA	22
Suj24	13Q07	falaise	1	Metaphor	Low	P13	7	NA	22
Suj24	13Q08	eboulis	1	Metaphor	Low	P13	7	NA	22
Suj24	13Q09	banquise	1	Metaphor	Low	P13	7	NA	22
Suj24	13Q10	fougere	1	Metaphor	Low	P13	7	NA	22
Suj24	21Q01	brise	2	Metaphor	High	P21	NA	NA	22
Suj24	21Q02	bruine	2	Metaphor	High	P21	NA	NA	22
Suj24	21Q03	typhon	2	Metaphor	High	P21	NA	NA	22
Suj24	21Q04	bourrasque	2	Metaphor	High	P21	NA	NA	22
Suj24	21Q05	cyclone	2	Metaphor	High	P21	NA	NA	22
Suj24	21Q06	seisme	2	Metaphor	High	P21	7	NA	22
Suj24	21Q07	orage	2	Metaphor	High	P21	7	NA	22
Suj24	21Q08	crachin	2	Metaphor	High	P21	2	NA	22
Suj24	21Q09	mistral	2	Metaphor	High	P21	7	NA	22
Suj24	21Q10	blizzard	2	Metaphor	High	P21	7	NA	22
Suj24	22Q01	estomac	2	Metaphor	High	P22	NA	NA	22
Suj24	22Q02	moustache	2	Metaphor	High	P22	NA	NA	22
Suj24	22Q03	trachee	2	Metaphor	High	P22	NA	NA	22
Suj24	22Q04	tempe	2	Metaphor	High	P22	NA	NA	22
Suj24	22Q05	genou	2	Metaphor	High	P22	NA	NA	22
Suj24	22Q06	thorax	2	Metaphor	High	P22	5	NA	22
Suj24	22Q07	orteil	2	Metaphor	High	P22	3	NA	22
Suj24	22Q08	cheveu	2	Metaphor	High	P22	3	NA	22
Suj24	22Q09	epaule	2	Metaphor	High	P22	6	NA	22
Suj24	22Q10	paupiere	2	Metaphor	High	P22	7	NA	22
Suj24	23Q01	insalubrite	2	Metaphor	High	P23	NA	NA	22
Suj24	23Q02	obesite	2	Metaphor	High	P23	NA	NA	22
Suj24	23Q03	etancheite	2	Metaphor	High	P23	NA	NA	22
Suj24	23Q04	compressibilite	2	Metaphor	High	P23	NA	NA	22
Suj24	23Q05	absorptivite	2	Metaphor	High	P23	NA	NA	22
Suj24	23Q06	fluorescence	2	Metaphor	High	P23	1	NA	22
Suj24	23Q07	corpulence	2	Metaphor	High	P23	7	NA	22
Suj24	23Q08	sveltesse	2	Metaphor	High	P23	1	NA	22
Suj24	23Q09	humidite	2	Metaphor	High	P23	4	NA	22
Suj24	23Q10	adherence	2	Metaphor	High	P23	1	NA	22
Suj24	31Q01	chevalet	3	Metonymy	Low	P31	NA	NA	22
Suj24	31Q02	babyfoot	3	Metonymy	Low	P31	NA	NA	22
Suj24	31Q03	chaudiere	3	Metonymy	Low	P31	NA	NA	22
Suj24	31Q04	parcmetre	3	Metonymy	Low	P31	NA	NA	22
Suj24	31Q05	piano	3	Metonymy	Low	P31	NA	NA	22
Suj24	31Q06	microondes	3	Metonymy	Low	P31	1	NA	22
Suj24	31Q07	enclume	3	Metonymy	Low	P31	1	NA	22
Suj24	31Q08	photocopieuse	3	Metonymy	Low	P31	1	NA	22
Suj24	31Q09	alambic	3	Metonymy	Low	P31	NA	Unknown	22
Suj24	31Q10	congelateur	3	Metonymy	Low	P31	1	NA	22
Suj24	32Q01	jambe	3	Metonymy	Low	P32	NA	NA	22
Suj24	32Q02	dos	3	Metonymy	Low	P32	NA	NA	22
Suj24	32Q03	doigt	3	Metonymy	Low	P32	NA	NA	22
Suj24	32Q04	cuisse	3	Metonymy	Low	P32	NA	NA	22
Suj24	32Q05	poignet	3	Metonymy	Low	P32	NA	NA	22
Suj24	32Q06	poing	3	Metonymy	Low	P32	2	NA	22
Suj24	32Q07	abdos	3	Metonymy	Low	P32	1	NA	22
Suj24	32Q08	uterus	3	Metonymy	Low	P32	1	NA	22
Suj24	32Q09	gorge	3	Metonymy	Low	P32	1	NA	22
Suj24	32Q10	sourcil	3	Metonymy	Low	P32	1	NA	22
Suj24	33Q01	savoir	3	Metonymy	Low	P33	NA	NA	22
Suj24	33Q02	laicite	3	Metonymy	Low	P33	NA	NA	22
Suj24	33Q03	elegance	3	Metonymy	Low	P33	NA	NA	22
Suj24	33Q04	generosite	3	Metonymy	Low	P33	NA	NA	22
Suj24	33Q05	spiritualite	3	Metonymy	Low	P33	NA	NA	22
Suj24	33Q06	pauvrete	3	Metonymy	Low	P33	1	NA	22
Suj24	33Q07	ivresse	3	Metonymy	Low	P33	1	NA	22
Suj24	33Q08	humour	3	Metonymy	Low	P33	1	NA	22
Suj24	33Q09	paranoia	3	Metonymy	Low	P33	1	NA	22
Suj24	33Q10	fougue	3	Metonymy	Low	P33	5	NA	22
Suj24	41Q01	ablation	4	Metonymy	High	P41	NA	NA	22
Suj24	41Q02	reparation	4	Metonymy	High	P41	NA	NA	22
Suj24	41Q03	glanage	4	Metonymy	High	P41	NA	NA	22
Suj24	41Q04	racket	4	Metonymy	High	P41	NA	NA	22
Suj24	41Q05	bouclage	4	Metonymy	High	P41	NA	NA	22
Suj24	41Q06	perquisition	4	Metonymy	High	P41	7	NA	22
Suj24	41Q07	liquidation	4	Metonymy	High	P41	7	NA	22
Suj24	41Q08	broyage	4	Metonymy	High	P41	1	NA	22
Suj24	41Q09	largage	4	Metonymy	High	P41	3	NA	22
Suj24	41Q10	verification	4	Metonymy	High	P41	7	NA	22
Suj24	42Q01	paternalisme	4	Metonymy	High	P42	NA	NA	22
Suj24	42Q02	serviabilite	4	Metonymy	High	P42	NA	NA	22
